Cluster_ID,Class,X,Y,Z,Variance
0,Vehicle,0.5321772331559541,0.4668056713771105,-0.1003746337240143,4.048944557411006e-06
1,Person,1.2746764580640122,-1.1396111955968093,-0.026950356087568,9.330107527461e-06
2,Person,2.351607519089137,-0.4804019545761509,0.2966944422259435,0.0008354115806756
