Object_ID,Class,X,Y,Z,Variance
0,Vehicle,0.14976562196118248,-0.8706150988131376,-0.2357982973313999,-3.1980286863131343e-06
1,Person,0.9054691935823547,-1.0386088442304715,-0.0008172461239677028,-9.274280401427834e-07
