Timestamp,Class,X,Y,Z,Variance,Velocity
1745574790.9072342,Vehicle,0.5339930321129909,0.46961429542411337,-0.10037463372401431,4.048944557411006e-06,0.0
1745574790.9072342,Person,1.4263378564497295,-1.2311245474118582,-0.029327817964989733,1.5089266835133195e-05,0.0
1745574791.8484807,Vehicle,0.5358057590016085,0.47075174029669453,-0.10053148258420815,4.0488667387705846e-06,0.0022797189691195524
1745574791.8484807,Person,1.36024866526276,-1.1422609029566286,-0.01804640070769861,1.550129806204834e-05,0.11826705957330355
1745574791.953765,Vehicle,0.5357462992555821,0.4708130611412558,-0.10052930716128237,4.046509669564102e-06,0.0008115424727212616
1745574791.953765,Person,1.3607175510454517,-1.1429944090510678,-0.017644060523262776,1.4957453540631562e-05,0.009109082497916572
1745574792.0893848,Vehicle,0.5357193923599898,0.4707216034444166,-0.10051468470426148,4.041561165735175e-06,0.00038605903309239716
1745574792.0893848,Person,1.3595156227784657,-1.1443050019224148,-0.01684792706322029,1.4538834843591483e-05,0.014366343796852487
1745574792.266711,Vehicle,0.5364081742895136,0.47111749695846095,-0.10055367741696924,4.158177599578039e-06,0.00168592803607269
1745574792.266711,Person,1.3597003946913457,-1.1441479606738427,-0.016266764334258336,1.534687205761993e-05,0.0035512198475696885
1745574792.3585992,Vehicle,0.5373112235763686,0.47169517258312393,-0.10062305588142796,4.1797382515085255e-06,0.011690876442677575
1745574792.3585992,Person,1.3612547413867275,-1.1432520806102449,-0.016183726971714905,1.590972524567741e-05,0.0038959013984490995
1745574792.4382496,Vehicle,0.537203037509303,0.4716936563918968,-0.10062098316619626,4.076499092064978e-06,0.0013586440216834417
1745574792.4382496,Person,1.366511990970761,-1.142508825439296,-0.016422241594523383,1.6951298416500963e-05,0.06672764659612208
1745574792.545428,Vehicle,0.5370689191222506,0.47169023220960354,-0.10061592929590728,4.069920574778507e-06,0.001252651512248153
1745574792.545428,Person,1.375546908685036,-1.1416973393023386,-0.016319224005632876,1.8500116052422242e-05,0.08464268675527951
1745574792.6425211,Vehicle,0.5364490623846164,0.47151786078822716,-0.10055306662250249,4.021191411851532e-06,0.0010708778821488603
1745574792.6425211,Person,1.380197100068315,-1.1414587436787782,-0.015192364882494508,1.8565996722230653e-05,0.04934152832488971
1745574792.7169058,Vehicle,0.5384815347630328,0.4694960974190962,-0.10025846637131294,4.0998843040540595e-06,0.00702648108880899
1745574792.7169058,Person,1.3782962747307546,-1.1456189352753028,-0.015241828149826813,1.9070752525607328e-05,0.06149306170608564
1745574792.7830985,Vehicle,0.5388179286186987,0.46974009607035766,-0.10029610642910265,4.1150257139577215e-06,0.0063038505688000675
1745574792.7830985,Person,1.3818052234164748,-1.1442282059527267,-0.015182731205738932,1.9532770945573947e-05,0.022781134160264407
1745574792.9075575,Vehicle,0.5391319328607506,0.46995986182558136,-0.10033740533610798,4.130742549790512e-06,0.003097311085404617
1745574792.9075575,Person,1.3837827728952585,-1.1438176728195195,-0.015357147330656256,1.9468279756296183e-05,0.016288330053932924
1745574792.9563408,Vehicle,0.539473044192213,0.47017757383273623,-0.10037675616015813,4.143618635765733e-06,0.008334324663609578
1745574792.9563408,Person,1.3849956863483635,-1.1436436941655086,-0.01617667360183318,1.91644550930903e-05,0.03021786358352675
1745574793.0043144,Vehicle,0.539711031641146,0.47032129426695934,-0.10039685449648267,4.152504939014534e-06,0.005810332766184014
1745574793.0043144,Person,1.3852196378379487,-1.1437196494175836,-0.01679094026980206,1.8716963577247742e-05,0.01372034967966539
1745574793.0514307,Vehicle,0.5399575457347618,0.4704654071014533,-0.1004201627302519,4.1608927254799255e-06,0.006080653822058865
1745574793.0514307,Person,1.3844562820372683,-1.1443620405058224,-0.01728013957138611,1.787598975155902e-05,0.023583526095264085
1745574793.0991921,Vehicle,0.5398549881508056,0.4704692598793227,-0.1004144322878745,4.086950806225788e-06,0.0021521500267424306
1745574793.0991921,Person,1.3831221826108,-1.1450806861887097,-0.01735371416707325,1.7115062373562744e-05,0.03176476410526265
1745574793.1713874,Vehicle,0.539581712850301,0.47049075797683365,-0.1003972489334882,4.081631967522982e-06,0.0012759093205536622
1745574793.1713874,Person,1.3754640848634165,-1.1475464495327945,-0.01709593486106841,1.5815922179029947e-05,0.008571135206975002
1745574793.2207966,Vehicle,0.539423045206487,0.4704088718853834,-0.10038165678592166,4.077065366203669e-06,0.0036274925216706003
1745574793.2207966,Person,1.3675958927545013,-1.1490562630384196,-0.016536967664112917,1.4751734649820514e-05,0.008481970479671998
1745574793.2717013,Vehicle,0.539200602560862,0.47029995052765705,-0.10036464124431911,4.071698040064576e-06,0.0048769947586345406
1745574793.2717013,Person,1.3578524106238734,-1.1509370391223885,-0.01550540253344944,1.395608128618166e-05,0.009234190682591062
1745574793.3210628,Vehicle,0.5389871574749161,0.47019973322613384,-0.10034927669776966,4.0664376648180695e-06,0.004787164480148421
